locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,GeoLocation
1336961,BH & MT LLC,Truck,25871000,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,1,19MFF-00061,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.76832025,-122.4271106,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00061&ExportPDF=1&Filename=19MFF-00061_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7683202495106, -122.427110643955)",0xE6100000010C5540645158E24240DBE3E1C7559B5EC0
1336962,BH & MT LLC,Truck,6563000,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,1202002D,1202,002D,19MFF-00061,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6001782.163,2110734.277,37.77577437,-122.4373316,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00061&ExportPDF=1&Filename=19MFF-00061_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7757743684103, -122.437331607841)",0xE6100000010CDBB212934CE34240CA4BB63DFD9B5EC0
1336963,BH & MT LLC,Truck,6565000,GROVE ST: BRODERICK ST to BAKER ST (1400 - 1499),1477 GROVE ST,1200015,1200,15,19MFF-00061,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6000796.184,2110578.354,37.77529014,-122.4407312,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00061&ExportPDF=1&Filename=19MFF-00061_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7752901423195, -122.440731162111)",0xE6100000010C331617B53CE3424012E679F0349C5EC0
1336964,BH & MT LLC,Truck,736000,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,3567039,3567,39,19MFF-00061,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6005214.088,2106542.595,37.76445952,-122.4251614,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00061&ExportPDF=1&Filename=19MFF-00061_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7644595214424, -122.425161376358)",0xE6100000010CFFDA41CFD9E14240B8BE0FD8359B5EC0
1336965,BH & MT LLC,Truck,8764101,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,3543003B,3543,003B,19MFF-00061,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6003973.245,2107356.733,37.76662477,-122.4295112,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00061&ExportPDF=1&Filename=19MFF-00061_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7666247727157, -122.429511176347)",0xE6100000010C068FB3C220E2424052EB711C7D9B5EC0
1337048,Roadside Rotisserie Corporation / Country Grill,Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,19MFF-00062,APPROVED,Rotisserie chicken: pork loin: ribs: chicken salad wrap: potatoes: roasted seasonal vegetables kale salad: beverages.,6011921.732,2115262.393,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00062&ExportPDF=1&Filename=19MFF-00062_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.788778723378, -122.402574568411)",0xE6100000010C365882B3F6E44240B3611FC8C3995EC0
1337050,Roadside Rotisserie Corporation / Country Grill,Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),333 BRANNAN ST,3788042,3788,42,19MFF-00063,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6014798.469,2112341.208,37.780918,-122.392417,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00063&ExportPDF=1&Filename=19MFF-00063_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.780918000993, -122.392416983133)",0xE6100000010CB28FFD1EF5E34240E13C1F5C1D995EC0
1337051,Roadside Rotisserie Corporation / Country Grill,Truck,3419000,BUSH ST: 01ST ST \ MARKET ST to BATTERY ST (1 - 99),1 BUSH ST,290011,290,11,19MFF-00064,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012652.373,2116027.943,37.79092151,-122.4001004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00064&ExportPDF=1&Filename=19MFF-00064_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7909215072692, -122.400100423738)",0xE6100000010C4EB67BEA3CE5424082C4CE3E9B995EC0
1337052,Roadside Rotisserie Corporation / Country Grill,Truck,5874000,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,140007,140,7,19MFF-00065,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00065&ExportPDF=1&Filename=19MFF-00065_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7992601135023, -122.399617948655)",0xE6100000010CAC3EC8274EE642408B17295793995EC0
1337053,Roadside Rotisserie Corporation / Country Grill,Truck,2754000,BATTERY ST: CALIFORNIA ST to HALLECK ST (200 - 230),225 BATTERY ST,238002,238,2,19MFF-00066,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6012600.766,2116948.597,37.79344653,-122.4003437,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00066&ExportPDF=1&Filename=19MFF-00066_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7934465278161, -122.400343675592)",0xE6100000010C260CE4A78FE54240FF74143B9F995EC0
1337055,San Francisco's Hometown Creamery,Truck,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),281 GEARY ST,314013,314,13,19MFF-00067,APPROVED,Ice cream,6010423.418,2114694.802,37.78713649,-122.4077185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00067&ExportPDF=1&Filename=19MFF-00067_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7871364910861, -122.407718509001)",0xE6100000010CFC5977E3C0E4424086885F0F189A5EC0
1337266,"Chairman SF, LLC",Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,238003,238,3,19MFF-00068,APPROVED,Baos: bowls & drinks,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00068&ExportPDF=1&Filename=19MFF-00068_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1337267,"Chairman SF, LLC",Truck,5169000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,307008,307,8,19MFF-00068,APPROVED,Baos: bowls & drinks,6009885.084,2114861.905,37.78756517,-122.4095928,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00068&ExportPDF=1&Filename=19MFF-00068_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7875651653788, -122.40959283348)",0xE6100000010CA96272EFCEE442403F1EDCC4369A5EC0
1337268,"Chairman SF, LLC",Truck,9089000,MISSION ST: ECKER ST to SHAW ALY (521 - 548),536 MISSION ST,3708098,3708,98,19MFF-00068,APPROVED,Baos: bowls & drinks,6012988.853,2115411.957,37.78924891,-122.398893,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00068&ExportPDF=1&Filename=19MFF-00068_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7892489084137, -122.398892959346)",0xE6100000010C3005B51B06E54240BABF557687995EC0
1337271,"Chairman SF, LLC",Truck,147000,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),625 02ND ST,3789007,3789,7,19MFF-00069,APPROVED,Baos: bowls & drinks,6015195.702,2112613.963,37.78168898,-122.3910618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00069&ExportPDF=1&Filename=19MFF-00069_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7816889753451, -122.391061817287)",0xE6100000010C1F6064620EE4424091FD242807995EC0
1337290,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),233 GEARY ST,314001,314,1,19MFF-00070,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010666.538,2114728.492,37.7872426,-122.4068797,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00070&ExportPDF=1&Filename=19MFF-00070_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7872426025967, -122.406879738213)",0xE6100000010CDB15985DC4E44240E94150510A9A5EC0
1337291,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,6109000,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),251 GEARY ST,314014,314,14,19MFF-00071,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010516.291,2114707.404,37.78717629,-122.4073981,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00071&ExportPDF=1&Filename=19MFF-00071_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7871762917416, -122.407398075958)",0xE6100000010CBE9B5631C2E44240592C61CF129A5EC0
1337292,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,295016,295,16,19MFF-00072,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010587.529,2115337.419,37.78891015,-122.407196,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00072&ExportPDF=1&Filename=19MFF-00072_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7889101495704, -122.407196034122)",0xE6100000010C94F1FD01FBE442405A67F47F0F9A5EC0
1337293,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,6108000,GEARY ST: GRANT AVE to STOCKTON ST (100 - 199),100 GEARY ST,309003,309,3,19MFF-00073,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6011136.441,2114963.525,37.78791423,-122.4052705,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00073&ExportPDF=1&Filename=19MFF-00073_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7879142297241, -122.405270523095)",0xE6100000010CE95B9C5FDAE4424074AEC6F3EF995EC0
1337347,La Jefa,Truck,2801102,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,5607038,5607,38,19MFF-00076,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,6010348.157,2097065.717,37.7387268,-122.406736,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00076&ExportPDF=1&Filename=19MFF-00076_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7387268039871, -122.406736029905)",0xE6100000010CCFE693998EDE424000A38EF6079A5EC0
1337353,Tacos Rodriguez,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,19MFF-00077,APPROVED,Tacos: burritos: quesadillas: soda & water,6012406.465,2115874.016,37.79048515,-122.4009404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00077&ExportPDF=1&Filename=19MFF-00077_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.790485146128, -122.40094044069)",0xE6100000010CF94B059E2EE54240121A1802A9995EC0
1337354,Tacos Rodriguez,Truck,5331101,EVANS AVE: KEITH ST to MENDELL ST (1201 - 1399) -- SOUTH --,1275 EVANS AVE,5237033,5237,33,19MFF-00077,APPROVED,Tacos: burritos: quesadillas: soda & water,6017367.817,2097063.665,37.73911143,-122.382465,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00077&ExportPDF=1&Filename=19MFF-00077_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.739111429745, -122.382464971136)",0xE6100000010C636D0D349BDE424043B95B4E7A985EC0
1337355,Tacos Rodriguez,Truck,8958000,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),600 MENDELL ST,5254037,5254,37,19MFF-00077,APPROVED,Tacos: burritos: quesadillas: soda & water,6016207.357,2097293.665,37.73967879,-122.3864934,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00077&ExportPDF=1&Filename=19MFF-00077_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7396787918079, -122.386493384555)",0xE6100000010C0B2E6ECBADDE42402EB2BF4EBC985EC0
1337356,Tacos Rodriguez,Truck,9794000,OAKDALE AVE: INDUSTRIAL ST \ SELBY ST to TOLAND ST (2100 - 2199),2198 OAKDALE AVE,5590A008,5590A,8,19MFF-00077,APPROVED,Tacos: burritos: quesadillas: soda & water,6011973.411,2097858.615,37.74099474,-122.4011723,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00077&ExportPDF=1&Filename=19MFF-00077_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7409947350024, -122.401172335386)",0xE6100000010CF8AB5CEAD8DE4240BD22BBCEAC995EC0
1337357,Tacos El Flaco,Truck,194101,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,4296010,4296,10,19MFF-00078,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,6016154.266,2101929.534,37.75240499,-122.3870002,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00078&ExportPDF=1&Filename=19MFF-00078_schedule.pdf,NULL,00:00.0,00:00.0,0,00:00.0,"(37.7524049924783, -122.387000196298)",0xE6100000010C4D058ACE4EE0424050A9789CC4985EC0
1337425,Liang Bai Ping,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,42,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018287.161,2092537.392,37.72673391,-122.378972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7267339112416, -122.378972005236)",0xE6100000010CA3D6E69D05DD4240A425CC1341985EC0
1337426,Liang Bai Ping,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),Assessors Block /Lot,NULL,NULL,NULL,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,NULL,NULL,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(0.0, 0.0)",0xE6100000010C00000000000000000000000000000000
1337427,Liang Bai Ping,Truck,10808000,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,4764 001,4764,1,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018280.048,2092193.457,37.72578914,-122.3789727,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7257891398124, -122.378972719624)",0xE6100000010CA3A495A8E6DC42401F37CB1641985EC0
1337428,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1145 REVERE AVE,4786077,4786,77,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017482.212,2092501.331,37.72659048,-122.3817522,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7265904795194, -122.381752211406)",0xE6100000010C768FB5EA00DD424086CAD3A06E985EC0
1337429,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1160 REVERE AVE,4763050,4763,50,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017468.62,2092735.972,37.72723401,-122.3818155,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7272340074959, -122.38181551187)",0xE6100000010CF15D030116DD4240942554AA6F985EC0
1337430,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1135 REVERE AVE,4786051,4786,51,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017542.344,2092456.505,37.72647072,-122.3815412,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.726470716246, -122.381541219158)",0xE6100000010C9EE30FFEFCDC42400397DC2B6B985EC0
1337431,Liang Bai Ping,Truck,11782000,SHAFTER AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1127 SHAFTER AVE,4793017,4793,17,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017324.545,2092269.627,37.72594556,-122.3822812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7259455580465, -122.382281153253)",0xE6100000010C3B3EB7C8EBDC424053C65E4B77985EC0
1337432,Liang Bai Ping,Truck,12569000,THOMAS AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1180 THOMAS AVE,4793029,4793,29,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017060.368,2092340.381,37.72612524,-122.3831993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.726125239645, -122.383199327239)",0xE6100000010CA889FEABF1DC4240CE95785686985EC0
1337433,Liang Bai Ping,Truck,12570000,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1212 THOMAS AVE,4792029,4792,29,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6016791.103,2092542.294,37.72666477,-122.3841442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7266647697066, -122.384144224606)",0xE6100000010CCA85E65903DD42405368A8D195985EC0
1337434,Liang Bai Ping,Truck,12570000,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1265 THOMAS AVE,4807012,4807,12,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6016458.774,2092565.342,37.72670968,-122.3852947,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7267096753687, -122.385294691187)",0xE6100000010C9BB298D204DD42401E7E10ABA8985EC0
1337435,Liang Bai Ping,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,4811014,4811,14,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015603.925,2092728.532,37.72711043,-122.3882613,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7271104333828, -122.388261288144)",0xE6100000010CD1FA65F411DD424067B8DF45D9985EC0
1337436,Liang Bai Ping,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,4811005,4811,5,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015824.111,2092689.211,37.72701466,-122.3874974,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7270146636245, -122.387497359022)",0xE6100000010C66FD05D10EDD42404C12B9C1CC985EC0
1337437,Liang Bai Ping,Truck,13139000,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1370 VAN DYKE AVE,4811013,4811,13,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015684.099,2092668.764,37.72695076,-122.38798,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7269507643782, -122.387979956262)",0xE6100000010C3E67FFB80CDD424086E9E1A9D4985EC0
1337438,Liang Bai Ping,Truck,13139000,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1337 VAN DYKE AVE,4828029,4828,29,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015726.539,2092412.506,37.72624948,-122.3878154,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7262494817986, -122.387815368014)",0xE6100000010CED8736BEF5DC424068A08CF7D1985EC0
1337439,Liang Bai Ping,Truck,13355000,WALLACE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 WALLACE AVE,4828024,4828,24,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015606.538,2092377.128,37.72614569,-122.3882277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7261456924729, -122.388227740903)",0xE6100000010CB4A69057F2DC424004A52AB9D8985EC0
1337440,Liang Bai Ping,Truck,13356000,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1500 WALLACE AVE,4829002,4829,2,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015315.254,2092594.276,37.72672579,-122.3892499,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7267257938118, -122.389249858027)",0xE6100000010C69CACE5905DD4240B68C3C78E9985EC0
1337441,Liang Bai Ping,Truck,13779000,YOSEMITE AVE: HAWES ST to INGALLS ST (1300 - 1399),1335 YOSEMITE AVE,4846013,4846,13,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015941.755,2091544.796,37.72387884,-122.3870109,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7238788408325, -122.387010878785)",0xE6100000010C2CD2D50FA8DC4240FBE446C9C4985EC0
1337442,Liang Bai Ping,Truck,13780000,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 YOSEMITE AVE,4831012,4831,12,19MFF-00079,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015609.592,2092025.988,37.7251817,-122.3881927,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,NULL,00:00.0,00:00.0,1,00:00.0,"(37.7251817007288, -122.388192688444)",0xE6100000010CD82404C1D2DC4240735A2526D8985EC0
